Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1892,19610,21502,Tatkon,MMR018003
 Grade 1,928,5668,6596,Tatkon,MMR018003
 Grade 2,1416,8661,10077,Tatkon,MMR018003
 Grade 3,2222,13574,15796,Tatkon,MMR018003
 Grade 4,3794,21520,25314,Tatkon,MMR018003
 Grade 5,5534,32891,38425,Tatkon,MMR018003
 Grade 6,2359,9330,11689,Tatkon,MMR018003
 Grade 7,2296,8291,10587,Tatkon,MMR018003
 Grade 8,2599,7788,10387,Tatkon,MMR018003
 Grade 9,2835,7943,10778,Tatkon,MMR018003
 Grade 10,3206,6629,9835,Tatkon,MMR018003
 Grade 11,3869,4889,8758,Tatkon,MMR018003
 College,1383,1897,3280,Tatkon,MMR018003
 Vocational training,102,81,183,Tatkon,MMR018003
 Undergraduate diploma,196,371,567,Tatkon,MMR018003
 Graduate,3449,3498,6947,Tatkon,MMR018003
 Postgraduate diploma,72,63,135,Tatkon,MMR018003
 Master degree,34,150,184,Tatkon,MMR018003
 PhD,4,8,12,Tatkon,MMR018003
 Other,300,7162,7462,Tatkon,MMR018003
 Total,38490,160024,198514,Tatkon,MMR018003
