Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1613,12745,14358,Namtu,MMR015015
 Grade 1,362,1423,1785,Namtu,MMR015015
 Grade 2,471,1696,2167,Namtu,MMR015015
 Grade 3,686,2407,3093,Namtu,MMR015015
 Grade 4,810,2347,3157,Namtu,MMR015015
 Grade 5,1571,3873,5444,Namtu,MMR015015
 Grade 6,836,1495,2331,Namtu,MMR015015
 Grade 7,722,1136,1858,Namtu,MMR015015
 Grade 8,698,1061,1759,Namtu,MMR015015
 Grade 9,848,1027,1875,Namtu,MMR015015
 Grade 10,702,744,1446,Namtu,MMR015015
 Grade 11,1634,1206,2840,Namtu,MMR015015
 College,301,195,496,Namtu,MMR015015
 Vocational training,24,10,34,Namtu,MMR015015
 Undergraduate diploma,23,37,60,Namtu,MMR015015
 Graduate,885,414,1299,Namtu,MMR015015
 Postgraduate diploma,25,27,52,Namtu,MMR015015
 Master degree,4,3,7,Namtu,MMR015015
 PhD,1,1,2,Namtu,MMR015015
 Other,44,998,1042,Namtu,MMR015015
 Total,12260,32845,45105,Namtu,MMR015015
