Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,715,13076,13791,Kangyidaunt,MMR017002
 Grade 1,289,7295,7584,Kangyidaunt,MMR017002
 Grade 2,495,10690,11185,Kangyidaunt,MMR017002
 Grade 3,788,16336,17124,Kangyidaunt,MMR017002
 Grade 4,1063,18511,19574,Kangyidaunt,MMR017002
 Grade 5,2025,40850,42875,Kangyidaunt,MMR017002
 Grade 6,648,8637,9285,Kangyidaunt,MMR017002
 Grade 7,506,6151,6657,Kangyidaunt,MMR017002
 Grade 8,502,5802,6304,Kangyidaunt,MMR017002
 Grade 9,614,5962,6576,Kangyidaunt,MMR017002
 Grade 10,440,4232,4672,Kangyidaunt,MMR017002
 Grade 11,998,5897,6895,Kangyidaunt,MMR017002
 College,249,1573,1822,Kangyidaunt,MMR017002
 Vocational training,26,382,408,Kangyidaunt,MMR017002
 Undergraduate diploma,18,175,193,Kangyidaunt,MMR017002
 Graduate,747,3040,3787,Kangyidaunt,MMR017002
 Postgraduate diploma,29,162,191,Kangyidaunt,MMR017002
 Master degree,23,116,139,Kangyidaunt,MMR017002
 PhD,5,18,23,Kangyidaunt,MMR017002
 Other,15,2212,2227,Kangyidaunt,MMR017002
 Total,10195,151117,161312,Kangyidaunt,MMR017002
