Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2911,5360,8271,Bhamo,MMR001010
 Grade 1,1509,2730,4239,Bhamo,MMR001010
 Grade 2,2131,3739,5870,Bhamo,MMR001010
 Grade 3,3102,5806,8908,Bhamo,MMR001010
 Grade 4,3806,7302,11108,Bhamo,MMR001010
 Grade 5,6720,14881,21601,Bhamo,MMR001010
 Grade 6,4058,5825,9883,Bhamo,MMR001010
 Grade 7,3400,4661,8061,Bhamo,MMR001010
 Grade 8,3720,4687,8407,Bhamo,MMR001010
 Grade 9,4466,4338,8804,Bhamo,MMR001010
 Grade 10,4255,2916,7171,Bhamo,MMR001010
 Grade 11,5768,2994,8762,Bhamo,MMR001010
 College,2181,1359,3540,Bhamo,MMR001010
 Vocational training,249,197,446,Bhamo,MMR001010
 Undergraduate diploma,229,123,352,Bhamo,MMR001010
 Graduate,4663,1694,6357,Bhamo,MMR001010
 Postgraduate diploma,357,86,443,Bhamo,MMR001010
 Master degree,149,69,218,Bhamo,MMR001010
 PhD,44,5,49,Bhamo,MMR001010
 Other,123,550,673,Bhamo,MMR001010
 Total,53841,69322,123163,Bhamo,MMR001010
