Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1304,17602,18906,Naungkhio,MMR015013
 Grade 1,438,4841,5279,Naungkhio,MMR015013
 Grade 2,650,7493,8143,Naungkhio,MMR015013
 Grade 3,1012,11617,12629,Naungkhio,MMR015013
 Grade 4,1394,13563,14957,Naungkhio,MMR015013
 Grade 5,2816,32026,34842,Naungkhio,MMR015013
 Grade 6,1235,6668,7903,Naungkhio,MMR015013
 Grade 7,923,4918,5841,Naungkhio,MMR015013
 Grade 8,1005,4525,5530,Naungkhio,MMR015013
 Grade 9,1292,4644,5936,Naungkhio,MMR015013
 Grade 10,1068,2853,3921,Naungkhio,MMR015013
 Grade 11,2014,3949,5963,Naungkhio,MMR015013
 College,428,1134,1562,Naungkhio,MMR015013
 Vocational training,196,353,549,Naungkhio,MMR015013
 Undergraduate diploma,64,179,243,Naungkhio,MMR015013
 Graduate,1328,2391,3719,Naungkhio,MMR015013
 Postgraduate diploma,14,38,52,Naungkhio,MMR015013
 Master degree,13,28,41,Naungkhio,MMR015013
 PhD,3,3,6,Naungkhio,MMR015013
 Other,67,101,168,Naungkhio,MMR015013
 Total,17264,118926,136190,Naungkhio,MMR015013
