Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,8808,-,8808,Thingangyun,MMR013009
 Grade 1,2919,-,2919,Thingangyun,MMR013009
 Grade 2,4518,-,4518,Thingangyun,MMR013009
 Grade 3,7135,-,7135,Thingangyun,MMR013009
 Grade 4,9640,-,9640,Thingangyun,MMR013009
 Grade 5,21471,-,21471,Thingangyun,MMR013009
 Grade 6,11685,-,11685,Thingangyun,MMR013009
 Grade 7,9482,-,9482,Thingangyun,MMR013009
 Grade 8,11793,-,11793,Thingangyun,MMR013009
 Grade 9,16636,-,16636,Thingangyun,MMR013009
 Grade 10,13781,-,13781,Thingangyun,MMR013009
 Grade 11,31857,-,31857,Thingangyun,MMR013009
 College,10818,-,10818,Thingangyun,MMR013009
 Vocational training,583,-,583,Thingangyun,MMR013009
 Undergraduate diploma,1499,-,1499,Thingangyun,MMR013009
 Graduate,32249,-,32249,Thingangyun,MMR013009
 Postgraduate diploma,898,-,898,Thingangyun,MMR013009
 Master degree,1031,-,1031,Thingangyun,MMR013009
 PhD,227,-,227,Thingangyun,MMR013009
 Other,345,-,345,Thingangyun,MMR013009
 Total,197375,-,197375,Thingangyun,MMR013009
