Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,79,189,268,Ingyanyan,MMR001003
 Grade 1,24,81,105,Ingyanyan,MMR001003
 Grade 2,31,89,120,Ingyanyan,MMR001003
 Grade 3,29,107,136,Ingyanyan,MMR001003
 Grade 4,24,123,147,Ingyanyan,MMR001003
 Grade 5,38,146,184,Ingyanyan,MMR001003
 Grade 6,26,83,109,Ingyanyan,MMR001003
 Grade 7,28,69,97,Ingyanyan,MMR001003
 Grade 8,23,71,94,Ingyanyan,MMR001003
 Grade 9,14,51,65,Ingyanyan,MMR001003
 Grade 10,17,74,91,Ingyanyan,MMR001003
 Grade 11,18,22,40,Ingyanyan,MMR001003
 College,7,8,15,Ingyanyan,MMR001003
 Undergraduate diploma,2,3,5,Ingyanyan,MMR001003
 Graduate,23,17,40,Ingyanyan,MMR001003
 Postgraduate diploma,13,2,15,Ingyanyan,MMR001003
 Master degree,1,1,2,Ingyanyan,MMR001003
 Total,397,1136,1533,Ingyanyan,MMR001003
