Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,229,2657,2886,Parsaung,MMR002006
 Grade 1,88,1114,1202,Parsaung,MMR002006
 Grade 2,116,1255,1371,Parsaung,MMR002006
 Grade 3,152,1768,1920,Parsaung,MMR002006
 Grade 4,179,1772,1951,Parsaung,MMR002006
 Grade 5,389,2941,3330,Parsaung,MMR002006
 Grade 6,196,1584,1780,Parsaung,MMR002006
 Grade 7,173,1179,1352,Parsaung,MMR002006
 Grade 8,170,1182,1352,Parsaung,MMR002006
 Grade 9,288,1372,1660,Parsaung,MMR002006
 Grade 10,206,921,1127,Parsaung,MMR002006
 Grade 11,331,1400,1731,Parsaung,MMR002006
 College,80,192,272,Parsaung,MMR002006
 Vocational training,16,14,30,Parsaung,MMR002006
 Undergraduate diploma,5,17,22,Parsaung,MMR002006
 Graduate,207,203,410,Parsaung,MMR002006
 Postgraduate diploma,2,7,9,Parsaung,MMR002006
 Master degree,6,6,12,Parsaung,MMR002006
 PhD,2,-,2,Parsaung,MMR002006
 Other,24,104,128,Parsaung,MMR002006
 Total,2859,19688,22547,Parsaung,MMR002006
