Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1160,43688,44848,Hlaingbwe,MMR003002
 Grade 1,307,7427,7734,Hlaingbwe,MMR003002
 Grade 2,546,9288,9834,Hlaingbwe,MMR003002
 Grade 3,781,11310,12091,Hlaingbwe,MMR003002
 Grade 4,895,10736,11631,Hlaingbwe,MMR003002
 Grade 5,1238,15082,16320,Hlaingbwe,MMR003002
 Grade 6,915,7163,8078,Hlaingbwe,MMR003002
 Grade 7,697,5055,5752,Hlaingbwe,MMR003002
 Grade 8,687,4078,4765,Hlaingbwe,MMR003002
 Grade 9,672,4017,4689,Hlaingbwe,MMR003002
 Grade 10,760,2500,3260,Hlaingbwe,MMR003002
 Grade 11,766,2814,3580,Hlaingbwe,MMR003002
 College,269,710,979,Hlaingbwe,MMR003002
 Vocational training,13,44,57,Hlaingbwe,MMR003002
 Undergraduate diploma,12,118,130,Hlaingbwe,MMR003002
 Graduate,677,1361,2038,Hlaingbwe,MMR003002
 Postgraduate diploma,21,55,76,Hlaingbwe,MMR003002
 Master degree,4,39,43,Hlaingbwe,MMR003002
 PhD,2,1,3,Hlaingbwe,MMR003002
 Other,18,529,547,Hlaingbwe,MMR003002
 Total,10440,126015,136455,Hlaingbwe,MMR003002
