Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2598,16659,19257,Aunglan,MMR009016
 Grade 1,1216,5097,6313,Aunglan,MMR009016
 Grade 2,1728,7508,9236,Aunglan,MMR009016
 Grade 3,2654,14000,16654,Aunglan,MMR009016
 Grade 4,4497,18098,22595,Aunglan,MMR009016
 Grade 5,9208,58730,67938,Aunglan,MMR009016
 Grade 6,2799,10058,12857,Aunglan,MMR009016
 Grade 7,2626,7839,10465,Aunglan,MMR009016
 Grade 8,3217,7389,10606,Aunglan,MMR009016
 Grade 9,3332,6714,10046,Aunglan,MMR009016
 Grade 10,4485,4438,8923,Aunglan,MMR009016
 Grade 11,3397,4824,8221,Aunglan,MMR009016
 College,1563,1691,3254,Aunglan,MMR009016
 Vocational training,306,279,585,Aunglan,MMR009016
 Undergraduate diploma,294,314,608,Aunglan,MMR009016
 Graduate,4386,3181,7567,Aunglan,MMR009016
 Postgraduate diploma,79,79,158,Aunglan,MMR009016
 Master degree,56,34,90,Aunglan,MMR009016
 PhD,2,3,5,Aunglan,MMR009016
 Other,44,1301,1345,Aunglan,MMR009016
 Total,48487,168236,216723,Aunglan,MMR009016
