Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2225,9479,11704,Toungup,MMR012016
 Grade 1,600,3460,4060,Toungup,MMR012016
 Grade 2,1043,4740,5783,Toungup,MMR012016
 Grade 3,1578,7541,9119,Toungup,MMR012016
 Grade 4,2387,10638,13025,Toungup,MMR012016
 Grade 5,3949,14917,18866,Toungup,MMR012016
 Grade 6,1717,5755,7472,Toungup,MMR012016
 Grade 7,1439,4265,5704,Toungup,MMR012016
 Grade 8,1652,3938,5590,Toungup,MMR012016
 Grade 9,1825,3821,5646,Toungup,MMR012016
 Grade 10,2025,2749,4774,Toungup,MMR012016
 Grade 11,2681,4203,6884,Toungup,MMR012016
 College,950,881,1831,Toungup,MMR012016
 Vocational training,48,48,96,Toungup,MMR012016
 Undergraduate diploma,178,128,306,Toungup,MMR012016
 Graduate,2216,1485,3701,Toungup,MMR012016
 Postgraduate diploma,53,37,90,Toungup,MMR012016
 Master degree,38,20,58,Toungup,MMR012016
 PhD,8,10,18,Toungup,MMR012016
 Other,51,108,159,Toungup,MMR012016
 Total,26663,78223,104886,Toungup,MMR012016
