Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,495,4740,5235,Saytottara,MMR009011
 Grade 1,122,1188,1310,Saytottara,MMR009011
 Grade 2,173,1294,1467,Saytottara,MMR009011
 Grade 3,235,2306,2541,Saytottara,MMR009011
 Grade 4,337,2726,3063,Saytottara,MMR009011
 Grade 5,872,13150,14022,Saytottara,MMR009011
 Grade 6,374,2521,2895,Saytottara,MMR009011
 Grade 7,341,1881,2222,Saytottara,MMR009011
 Grade 8,396,1847,2243,Saytottara,MMR009011
 Grade 9,409,2020,2429,Saytottara,MMR009011
 Grade 10,573,990,1563,Saytottara,MMR009011
 Grade 11,655,1496,2151,Saytottara,MMR009011
 College,245,288,533,Saytottara,MMR009011
 Vocational training,64,13,77,Saytottara,MMR009011
 Undergraduate diploma,22,52,74,Saytottara,MMR009011
 Graduate,635,579,1214,Saytottara,MMR009011
 Postgraduate diploma,15,6,21,Saytottara,MMR009011
 Master degree,7,4,11,Saytottara,MMR009011
 PhD,1,-,1,Saytottara,MMR009011
 Other,24,30,54,Saytottara,MMR009011
 Total,5995,37131,43126,Saytottara,MMR009011
