Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1687,20553,22240,Nyaungdon,MMR017021
 Grade 1,568,6291,6859,Nyaungdon,MMR017021
 Grade 2,733,8864,9597,Nyaungdon,MMR017021
 Grade 3,1245,15174,16419,Nyaungdon,MMR017021
 Grade 4,1696,17373,19069,Nyaungdon,MMR017021
 Grade 5,4272,53001,57273,Nyaungdon,MMR017021
 Grade 6,1272,10358,11630,Nyaungdon,MMR017021
 Grade 7,1067,7682,8749,Nyaungdon,MMR017021
 Grade 8,1261,7616,8877,Nyaungdon,MMR017021
 Grade 9,1585,7215,8800,Nyaungdon,MMR017021
 Grade 10,1556,5915,7471,Nyaungdon,MMR017021
 Grade 11,2460,6933,9393,Nyaungdon,MMR017021
 College,730,2021,2751,Nyaungdon,MMR017021
 Vocational training,22,93,115,Nyaungdon,MMR017021
 Undergraduate diploma,62,194,256,Nyaungdon,MMR017021
 Graduate,2247,3126,5373,Nyaungdon,MMR017021
 Postgraduate diploma,55,91,146,Nyaungdon,MMR017021
 Master degree,20,39,59,Nyaungdon,MMR017021
 PhD,3,3,6,Nyaungdon,MMR017021
 Other,103,981,1084,Nyaungdon,MMR017021
 Total,22644,173523,196167,Nyaungdon,MMR017021
