Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,292,1995,2287,Tonzaung,MMR004005
 Grade 1,107,1037,1144,Tonzaung,MMR004005
 Grade 2,152,953,1105,Tonzaung,MMR004005
 Grade 3,193,1170,1363,Tonzaung,MMR004005
 Grade 4,207,1308,1515,Tonzaung,MMR004005
 Grade 5,362,2243,2605,Tonzaung,MMR004005
 Grade 6,225,1101,1326,Tonzaung,MMR004005
 Grade 7,182,821,1003,Tonzaung,MMR004005
 Grade 8,172,812,984,Tonzaung,MMR004005
 Grade 9,252,931,1183,Tonzaung,MMR004005
 Grade 10,162,626,788,Tonzaung,MMR004005
 Grade 11,665,825,1490,Tonzaung,MMR004005
 College,49,95,144,Tonzaung,MMR004005
 Vocational training,7,13,20,Tonzaung,MMR004005
 Undergraduate diploma,31,42,73,Tonzaung,MMR004005
 Graduate,237,152,389,Tonzaung,MMR004005
 Postgraduate diploma,12,9,21,Tonzaung,MMR004005
 Master degree,6,4,10,Tonzaung,MMR004005
 PhD,1,-,1,Tonzaung,MMR004005
 Other,-,5,5,Tonzaung,MMR004005
 Total,3314,14142,17456,Tonzaung,MMR004005
