Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,4244,-,4244,South Okkalapa,MMR013011
 Grade 1,2175,-,2175,South Okkalapa,MMR013011
 Grade 2,2997,-,2997,South Okkalapa,MMR013011
 Grade 3,4541,-,4541,South Okkalapa,MMR013011
 Grade 4,7081,-,7081,South Okkalapa,MMR013011
 Grade 5,16102,-,16102,South Okkalapa,MMR013011
 Grade 6,8692,-,8692,South Okkalapa,MMR013011
 Grade 7,7205,-,7205,South Okkalapa,MMR013011
 Grade 8,9322,-,9322,South Okkalapa,MMR013011
 Grade 9,13260,-,13260,South Okkalapa,MMR013011
 Grade 10,12025,-,12025,South Okkalapa,MMR013011
 Grade 11,25488,-,25488,South Okkalapa,MMR013011
 College,9414,-,9414,South Okkalapa,MMR013011
 Vocational training,455,-,455,South Okkalapa,MMR013011
 Undergraduate diploma,826,-,826,South Okkalapa,MMR013011
 Graduate,27028,-,27028,South Okkalapa,MMR013011
 Postgraduate diploma,765,-,765,South Okkalapa,MMR013011
 Master degree,878,-,878,South Okkalapa,MMR013011
 PhD,221,-,221,South Okkalapa,MMR013011
 Other,343,-,343,South Okkalapa,MMR013011
 Total,153062,-,153062,South Okkalapa,MMR013011
