Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3327,30948,34275,Wundwin,MMR010031
 Grade 1,642,4421,5063,Wundwin,MMR010031
 Grade 2,1049,8100,9149,Wundwin,MMR010031
 Grade 3,1770,14389,16159,Wundwin,MMR010031
 Grade 4,2926,19760,22686,Wundwin,MMR010031
 Grade 5,5068,53086,58154,Wundwin,MMR010031
 Grade 6,1947,10425,12372,Wundwin,MMR010031
 Grade 7,1797,8907,10704,Wundwin,MMR010031
 Grade 8,1821,7990,9811,Wundwin,MMR010031
 Grade 9,1724,7343,9067,Wundwin,MMR010031
 Grade 10,1999,4280,6279,Wundwin,MMR010031
 Grade 11,2186,5612,7798,Wundwin,MMR010031
 College,1049,2531,3580,Wundwin,MMR010031
 Vocational training,32,137,169,Wundwin,MMR010031
 Undergraduate diploma,78,231,309,Wundwin,MMR010031
 Graduate,2545,3618,6163,Wundwin,MMR010031
 Postgraduate diploma,19,73,92,Wundwin,MMR010031
 Master degree,28,70,98,Wundwin,MMR010031
 PhD,5,7,12,Wundwin,MMR010031
 Other,26,593,619,Wundwin,MMR010031
 Total,30038,182521,212559,Wundwin,MMR010031
