Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2913,7225,10138,Kawthoung,MMR006009
 Grade 1,1883,2770,4653,Kawthoung,MMR006009
 Grade 2,2542,3920,6462,Kawthoung,MMR006009
 Grade 3,3755,5800,9555,Kawthoung,MMR006009
 Grade 4,5773,6241,12014,Kawthoung,MMR006009
 Grade 5,7499,9074,16573,Kawthoung,MMR006009
 Grade 6,4340,4263,8603,Kawthoung,MMR006009
 Grade 7,3545,2840,6385,Kawthoung,MMR006009
 Grade 8,3971,2620,6591,Kawthoung,MMR006009
 Grade 9,4099,2563,6662,Kawthoung,MMR006009
 Grade 10,3209,1645,4854,Kawthoung,MMR006009
 Grade 11,4655,1958,6613,Kawthoung,MMR006009
 College,1136,454,1590,Kawthoung,MMR006009
 Vocational training,41,16,57,Kawthoung,MMR006009
 Undergraduate diploma,155,56,211,Kawthoung,MMR006009
 Graduate,2851,767,3618,Kawthoung,MMR006009
 Postgraduate diploma,72,18,90,Kawthoung,MMR006009
 Master degree,27,33,60,Kawthoung,MMR006009
 PhD,4,8,12,Kawthoung,MMR006009
 Other,69,360,429,Kawthoung,MMR006009
 Total,52539,52631,105170,Kawthoung,MMR006009
