Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,157,3269,3426,Panwa(ST),MMR001005
 Grade 1,39,363,402,Panwa(ST),MMR001005
 Grade 2,23,363,386,Panwa(ST),MMR001005
 Grade 3,61,464,525,Panwa(ST),MMR001005
 Grade 4,46,453,499,Panwa(ST),MMR001005
 Grade 5,92,415,507,Panwa(ST),MMR001005
 Grade 6,60,242,302,Panwa(ST),MMR001005
 Grade 7,75,210,285,Panwa(ST),MMR001005
 Grade 8,61,163,224,Panwa(ST),MMR001005
 Grade 9,91,192,283,Panwa(ST),MMR001005
 Grade 10,102,169,271,Panwa(ST),MMR001005
 Grade 11,180,112,292,Panwa(ST),MMR001005
 College,24,30,54,Panwa(ST),MMR001005
 Vocational training,3,-,3,Panwa(ST),MMR001005
 Undergraduate diploma,7,3,10,Panwa(ST),MMR001005
 Graduate,74,52,126,Panwa(ST),MMR001005
 Postgraduate diploma,2,2,4,Panwa(ST),MMR001005
 Master degree,1,2,3,Panwa(ST),MMR001005
 Other,-,6,6,Panwa(ST),MMR001005
 Total,1098,6510,7608,Panwa(ST),MMR001005
