Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,16448,19531,35979,Taunggyi,MMR014001
 Grade 1,5037,3731,8768,Taunggyi,MMR014001
 Grade 2,7649,6112,13761,Taunggyi,MMR014001
 Grade 3,11532,9313,20845,Taunggyi,MMR014001
 Grade 4,15876,9962,25838,Taunggyi,MMR014001
 Grade 5,30330,18846,49176,Taunggyi,MMR014001
 Grade 6,16257,6914,23171,Taunggyi,MMR014001
 Grade 7,13599,5746,19345,Taunggyi,MMR014001
 Grade 8,16268,6068,22336,Taunggyi,MMR014001
 Grade 9,21215,6372,27587,Taunggyi,MMR014001
 Grade 10,18802,4021,22823,Taunggyi,MMR014001
 Grade 11,28420,4283,32703,Taunggyi,MMR014001
 College,11742,1257,12999,Taunggyi,MMR014001
 Vocational training,644,52,696,Taunggyi,MMR014001
 Undergraduate diploma,1277,153,1430,Taunggyi,MMR014001
 Graduate,27479,2238,29717,Taunggyi,MMR014001
 Postgraduate diploma,591,42,633,Taunggyi,MMR014001
 Master degree,865,37,902,Taunggyi,MMR014001
 PhD,150,6,156,Taunggyi,MMR014001
 Other,673,572,1245,Taunggyi,MMR014001
 Total,244854,105256,350110,Taunggyi,MMR014001
