Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,5256,22893,28149,Hopan,MMR015021
 Grade 1,801,1411,2212,Hopan,MMR015021
 Grade 2,836,1433,2269,Hopan,MMR015021
 Grade 3,984,1481,2465,Hopan,MMR015021
 Grade 4,1156,1411,2567,Hopan,MMR015021
 Grade 5,1491,1251,2742,Hopan,MMR015021
 Grade 6,1060,1047,2107,Hopan,MMR015021
 Grade 7,744,779,1523,Hopan,MMR015021
 Grade 8,531,349,880,Hopan,MMR015021
 Grade 9,711,389,1100,Hopan,MMR015021
 Grade 10,566,269,835,Hopan,MMR015021
 Grade 11,457,231,688,Hopan,MMR015021
 College,195,65,260,Hopan,MMR015021
 Vocational training,17,7,24,Hopan,MMR015021
 Undergraduate diploma,36,11,47,Hopan,MMR015021
 Graduate,347,99,446,Hopan,MMR015021
 Postgraduate diploma,8,8,16,Hopan,MMR015021
 Master degree,4,9,13,Hopan,MMR015021
 PhD,-,1,1,Hopan,MMR015021
 Other,4,219,223,Hopan,MMR015021
 Total,15204,33363,48567,Hopan,MMR015021
