Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,253,20078,20331,Kongyan,MMR015023
 Grade 1,49,1673,1722,Kongyan,MMR015023
 Grade 2,71,1917,1988,Kongyan,MMR015023
 Grade 3,74,1556,1630,Kongyan,MMR015023
 Grade 4,93,1262,1355,Kongyan,MMR015023
 Grade 5,89,805,894,Kongyan,MMR015023
 Grade 6,87,720,807,Kongyan,MMR015023
 Grade 7,55,245,300,Kongyan,MMR015023
 Grade 8,36,67,103,Kongyan,MMR015023
 Grade 9,45,93,138,Kongyan,MMR015023
 Grade 10,50,27,77,Kongyan,MMR015023
 Grade 11,32,21,53,Kongyan,MMR015023
 College,24,13,37,Kongyan,MMR015023
 Vocational training,4,1,5,Kongyan,MMR015023
 Undergraduate diploma,2,2,4,Kongyan,MMR015023
 Graduate,84,35,119,Kongyan,MMR015023
 Postgraduate diploma,2,15,17,Kongyan,MMR015023
 Master degree,6,-,6,Kongyan,MMR015023
 Total,1056,28530,29586,Kongyan,MMR015023
