Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1143,9073,10216,Minetung,MMR016008
 Grade 1,206,464,670,Minetung,MMR016008
 Grade 2,272,600,872,Minetung,MMR016008
 Grade 3,287,675,962,Minetung,MMR016008
 Grade 4,566,769,1335,Minetung,MMR016008
 Grade 5,464,868,1332,Minetung,MMR016008
 Grade 6,277,321,598,Minetung,MMR016008
 Grade 7,309,245,554,Minetung,MMR016008
 Grade 8,394,246,640,Minetung,MMR016008
 Grade 9,282,186,468,Minetung,MMR016008
 Grade 10,583,229,812,Minetung,MMR016008
 Grade 11,101,59,160,Minetung,MMR016008
 College,110,30,140,Minetung,MMR016008
 Vocational training,9,5,14,Minetung,MMR016008
 Undergraduate diploma,28,13,41,Minetung,MMR016008
 Graduate,294,74,368,Minetung,MMR016008
 Postgraduate diploma,5,1,6,Minetung,MMR016008
 Master degree,6,6,12,Minetung,MMR016008
 Other,3,12,15,Minetung,MMR016008
 Total,5339,13876,19215,Minetung,MMR016008
