Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,236,4125,4361,Mannaung,MMR017011
 Grade 1,110,1296,1406,Mannaung,MMR017011
 Grade 2,242,3018,3260,Mannaung,MMR017011
 Grade 3,339,5150,5489,Mannaung,MMR017011
 Grade 4,419,8701,9120,Mannaung,MMR017011
 Grade 5,836,9608,10444,Mannaung,MMR017011
 Grade 6,288,3119,3407,Mannaung,MMR017011
 Grade 7,251,2444,2695,Mannaung,MMR017011
 Grade 8,260,2519,2779,Mannaung,MMR017011
 Grade 9,335,2563,2898,Mannaung,MMR017011
 Grade 10,251,1848,2099,Mannaung,MMR017011
 Grade 11,545,2186,2731,Mannaung,MMR017011
 College,175,574,749,Mannaung,MMR017011
 Vocational training,25,69,94,Mannaung,MMR017011
 Undergraduate diploma,19,109,128,Mannaung,MMR017011
 Graduate,558,961,1519,Mannaung,MMR017011
 Postgraduate diploma,9,21,30,Mannaung,MMR017011
 Master degree,6,9,15,Mannaung,MMR017011
 PhD,1,1,2,Mannaung,MMR017011
 Other,2,17,19,Mannaung,MMR017011
 Total,4907,48338,53245,Mannaung,MMR017011
