Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1045,40440,41485,Natmauk,MMR009006
 Grade 1,316,5887,6203,Natmauk,MMR009006
 Grade 2,472,8589,9061,Natmauk,MMR009006
 Grade 3,658,13182,13840,Natmauk,MMR009006
 Grade 4,1092,17365,18457,Natmauk,MMR009006
 Grade 5,1494,41194,42688,Natmauk,MMR009006
 Grade 6,797,10258,11055,Natmauk,MMR009006
 Grade 7,775,8592,9367,Natmauk,MMR009006
 Grade 8,964,7806,8770,Natmauk,MMR009006
 Grade 9,974,7800,8774,Natmauk,MMR009006
 Grade 10,2242,5209,7451,Natmauk,MMR009006
 Grade 11,502,4289,4791,Natmauk,MMR009006
 College,525,1586,2111,Natmauk,MMR009006
 Vocational training,25,122,147,Natmauk,MMR009006
 Undergraduate diploma,72,150,222,Natmauk,MMR009006
 Graduate,1598,2254,3852,Natmauk,MMR009006
 Postgraduate diploma,22,70,92,Natmauk,MMR009006
 Master degree,23,32,55,Natmauk,MMR009006
 PhD,3,2,5,Natmauk,MMR009006
 Other,8,145,153,Natmauk,MMR009006
 Total,13607,174972,188579,Natmauk,MMR009006
