Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1735,1996,3731,Kamamaung(ST},MMR003003
 Grade 1,634,402,1036,Kamamaung(ST},MMR003003
 Grade 2,811,473,1284,Kamamaung(ST},MMR003003
 Grade 3,1036,554,1590,Kamamaung(ST},MMR003003
 Grade 4,1360,555,1915,Kamamaung(ST},MMR003003
 Grade 5,1627,570,2197,Kamamaung(ST},MMR003003
 Grade 6,963,355,1318,Kamamaung(ST},MMR003003
 Grade 7,804,243,1047,Kamamaung(ST},MMR003003
 Grade 8,763,215,978,Kamamaung(ST},MMR003003
 Grade 9,677,232,909,Kamamaung(ST},MMR003003
 Grade 10,791,164,955,Kamamaung(ST},MMR003003
 Grade 11,564,109,673,Kamamaung(ST},MMR003003
 College,199,26,225,Kamamaung(ST},MMR003003
 Vocational training,4,-,4,Kamamaung(ST},MMR003003
 Undergraduate diploma,34,4,38,Kamamaung(ST},MMR003003
 Graduate,332,47,379,Kamamaung(ST},MMR003003
 Postgraduate diploma,4,-,4,Kamamaung(ST},MMR003003
 Master degree,5,1,6,Kamamaung(ST},MMR003003
 PhD,1,-,1,Kamamaung(ST},MMR003003
 Other,18,12,30,Kamamaung(ST},MMR003003
 Total,12362,5958,18320,Kamamaung(ST},MMR003003
