Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,635,16041,16676,Minhla,MMR009013
 Grade 1,295,3365,3660,Minhla,MMR009013
 Grade 2,425,6195,6620,Minhla,MMR009013
 Grade 3,644,10457,11101,Minhla,MMR009013
 Grade 4,867,12665,13532,Minhla,MMR009013
 Grade 5,1649,33895,35544,Minhla,MMR009013
 Grade 6,702,7451,8153,Minhla,MMR009013
 Grade 7,610,5317,5927,Minhla,MMR009013
 Grade 8,693,5178,5871,Minhla,MMR009013
 Grade 9,943,5592,6535,Minhla,MMR009013
 Grade 10,898,4360,5258,Minhla,MMR009013
 Grade 11,1378,5442,6820,Minhla,MMR009013
 College,416,1944,2360,Minhla,MMR009013
 Vocational training,18,164,182,Minhla,MMR009013
 Undergraduate diploma,24,217,241,Minhla,MMR009013
 Graduate,1271,3450,4721,Minhla,MMR009013
 Postgraduate diploma,22,48,70,Minhla,MMR009013
 Master degree,14,53,67,Minhla,MMR009013
 PhD,4,4,8,Minhla,MMR009013
 Other,32,1366,1398,Minhla,MMR009013
 Total,11540,123204,134744,Minhla,MMR009013
