Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1851,4466,6317,Kenglat(ST),MMR016009
 Grade 1,87,353,440,Kenglat(ST),MMR016009
 Grade 2,82,326,408,Kenglat(ST),MMR016009
 Grade 3,106,359,465,Kenglat(ST),MMR016009
 Grade 4,143,262,405,Kenglat(ST),MMR016009
 Grade 5,191,432,623,Kenglat(ST),MMR016009
 Grade 6,115,179,294,Kenglat(ST),MMR016009
 Grade 7,78,133,211,Kenglat(ST),MMR016009
 Grade 8,72,132,204,Kenglat(ST),MMR016009
 Grade 9,69,111,180,Kenglat(ST),MMR016009
 Grade 10,59,74,133,Kenglat(ST),MMR016009
 Grade 11,77,79,156,Kenglat(ST),MMR016009
 College,12,12,24,Kenglat(ST),MMR016009
 Vocational training,1,3,4,Kenglat(ST),MMR016009
 Undergraduate diploma,4,4,8,Kenglat(ST),MMR016009
 Graduate,54,35,89,Kenglat(ST),MMR016009
 Postgraduate diploma,-,1,1,Kenglat(ST),MMR016009
 Master degree,1,-,1,Kenglat(ST),MMR016009
 Other,-,5,5,Kenglat(ST),MMR016009
 Total,3002,6966,9968,Kenglat(ST),MMR016009
