Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1264,26119,27383,Hsihseng,MMR014004
 Grade 1,351,6911,7262,Hsihseng,MMR014004
 Grade 2,581,8468,9049,Hsihseng,MMR014004
 Grade 3,853,11410,12263,Hsihseng,MMR014004
 Grade 4,979,11497,12476,Hsihseng,MMR014004
 Grade 5,1523,20411,21934,Hsihseng,MMR014004
 Grade 6,802,6172,6974,Hsihseng,MMR014004
 Grade 7,594,4941,5535,Hsihseng,MMR014004
 Grade 8,621,5458,6079,Hsihseng,MMR014004
 Grade 9,630,4447,5077,Hsihseng,MMR014004
 Grade 10,553,2575,3128,Hsihseng,MMR014004
 Grade 11,952,3206,4158,Hsihseng,MMR014004
 College,263,723,986,Hsihseng,MMR014004
 Vocational training,17,48,65,Hsihseng,MMR014004
 Undergraduate diploma,21,99,120,Hsihseng,MMR014004
 Graduate,608,1090,1698,Hsihseng,MMR014004
 Postgraduate diploma,4,56,60,Hsihseng,MMR014004
 Master degree,10,20,30,Hsihseng,MMR014004
 PhD,-,3,3,Hsihseng,MMR014004
 Other,293,9678,9971,Hsihseng,MMR014004
 Total,10919,123332,134251,Hsihseng,MMR014004
