Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,619,11600,12219,Minekoke(ST),MMR016006
 Grade 1,43,320,363,Minekoke(ST),MMR016006
 Grade 2,87,275,362,Minekoke(ST),MMR016006
 Grade 3,84,256,340,Minekoke(ST),MMR016006
 Grade 4,78,383,461,Minekoke(ST),MMR016006
 Grade 5,69,256,325,Minekoke(ST),MMR016006
 Grade 6,37,160,197,Minekoke(ST),MMR016006
 Grade 7,40,133,173,Minekoke(ST),MMR016006
 Grade 8,39,145,184,Minekoke(ST),MMR016006
 Grade 9,25,122,147,Minekoke(ST),MMR016006
 Grade 10,45,134,179,Minekoke(ST),MMR016006
 Grade 11,14,23,37,Minekoke(ST),MMR016006
 College,9,9,18,Minekoke(ST),MMR016006
 Vocational training,1,-,1,Minekoke(ST),MMR016006
 Undergraduate diploma,2,11,13,Minekoke(ST),MMR016006
 Graduate,47,68,115,Minekoke(ST),MMR016006
 Postgraduate diploma,4,4,8,Minekoke(ST),MMR016006
 Master degree,2,9,11,Minekoke(ST),MMR016006
 Other,34,136,170,Minekoke(ST),MMR016006
 Total,1279,14044,15323,Minekoke(ST),MMR016006
