Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,4457,13970,18427,Amarapura,MMR010006
 Grade 1,1473,4348,5821,Amarapura,MMR010006
 Grade 2,2001,5826,7827,Amarapura,MMR010006
 Grade 3,3420,9480,12900,Amarapura,MMR010006
 Grade 4,5518,17144,22662,Amarapura,MMR010006
 Grade 5,14733,32132,46865,Amarapura,MMR010006
 Grade 6,5108,9341,14449,Amarapura,MMR010006
 Grade 7,4110,8347,12457,Amarapura,MMR010006
 Grade 8,4572,8427,12999,Amarapura,MMR010006
 Grade 9,5578,8128,13706,Amarapura,MMR010006
 Grade 10,4266,7684,11950,Amarapura,MMR010006
 Grade 11,7668,6223,13891,Amarapura,MMR010006
 College,3041,3078,6119,Amarapura,MMR010006
 Vocational training,235,180,415,Amarapura,MMR010006
 Undergraduate diploma,225,214,439,Amarapura,MMR010006
 Graduate,7487,6987,14474,Amarapura,MMR010006
 Postgraduate diploma,160,229,389,Amarapura,MMR010006
 Master degree,216,221,437,Amarapura,MMR010006
 PhD,37,60,97,Amarapura,MMR010006
 Other,691,1360,2051,Amarapura,MMR010006
 Total,74996,143379,218375,Amarapura,MMR010006
