Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,177,19999,20176,Yinmarpin,MMR005016
 Grade 1,118,4949,5067,Yinmarpin,MMR005016
 Grade 2,140,6795,6935,Yinmarpin,MMR005016
 Grade 3,212,9271,9483,Yinmarpin,MMR005016
 Grade 4,292,13197,13489,Yinmarpin,MMR005016
 Grade 5,582,32968,33550,Yinmarpin,MMR005016
 Grade 6,226,6418,6644,Yinmarpin,MMR005016
 Grade 7,191,5503,5694,Yinmarpin,MMR005016
 Grade 8,293,5436,5729,Yinmarpin,MMR005016
 Grade 9,248,5279,5527,Yinmarpin,MMR005016
 Grade 10,627,6220,6847,Yinmarpin,MMR005016
 Grade 11,242,2307,2549,Yinmarpin,MMR005016
 College,172,2387,2559,Yinmarpin,MMR005016
 Vocational training,14,137,151,Yinmarpin,MMR005016
 Undergraduate diploma,18,195,213,Yinmarpin,MMR005016
 Graduate,864,3948,4812,Yinmarpin,MMR005016
 Postgraduate diploma,19,113,132,Yinmarpin,MMR005016
 Master degree,16,89,105,Yinmarpin,MMR005016
 PhD,-,4,4,Yinmarpin,MMR005016
 Other,17,287,304,Yinmarpin,MMR005016
 Total,4468,125502,129970,Yinmarpin,MMR005016
