Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2255,32664,34919,Yesagyo,MMR009019
 Grade 1,510,4688,5198,Yesagyo,MMR009019
 Grade 2,819,6769,7588,Yesagyo,MMR009019
 Grade 3,1286,11237,12523,Yesagyo,MMR009019
 Grade 4,1728,16658,18386,Yesagyo,MMR009019
 Grade 5,3342,44769,48111,Yesagyo,MMR009019
 Grade 6,1311,9858,11169,Yesagyo,MMR009019
 Grade 7,1152,8062,9214,Yesagyo,MMR009019
 Grade 8,1137,7662,8799,Yesagyo,MMR009019
 Grade 9,1103,7238,8341,Yesagyo,MMR009019
 Grade 10,1086,6138,7224,Yesagyo,MMR009019
 Grade 11,2207,8075,10282,Yesagyo,MMR009019
 College,784,3152,3936,Yesagyo,MMR009019
 Vocational training,29,216,245,Yesagyo,MMR009019
 Undergraduate diploma,56,235,291,Yesagyo,MMR009019
 Graduate,2258,4925,7183,Yesagyo,MMR009019
 Postgraduate diploma,35,155,190,Yesagyo,MMR009019
 Master degree,32,87,119,Yesagyo,MMR009019
 PhD,3,1,4,Yesagyo,MMR009019
 Other,237,2871,3108,Yesagyo,MMR009019
 Total,21370,175460,196830,Yesagyo,MMR009019
