Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1528,14197,15725,Paunde,MMR008004
 Grade 1,536,3830,4366,Paunde,MMR008004
 Grade 2,1020,6546,7566,Paunde,MMR008004
 Grade 3,1283,9399,10682,Paunde,MMR008004
 Grade 4,4409,24361,28770,Paunde,MMR008004
 Grade 5,2647,21490,24137,Paunde,MMR008004
 Grade 6,1128,4652,5780,Paunde,MMR008004
 Grade 7,1477,4530,6007,Paunde,MMR008004
 Grade 8,1738,4461,6199,Paunde,MMR008004
 Grade 9,2012,3469,5481,Paunde,MMR008004
 Grade 10,2558,3677,6235,Paunde,MMR008004
 Grade 11,596,719,1315,Paunde,MMR008004
 College,549,852,1401,Paunde,MMR008004
 Vocational training,59,55,114,Paunde,MMR008004
 Undergraduate diploma,80,87,167,Paunde,MMR008004
 Graduate,2269,1927,4196,Paunde,MMR008004
 Postgraduate diploma,41,24,65,Paunde,MMR008004
 Master degree,17,9,26,Paunde,MMR008004
 PhD,-,1,1,Paunde,MMR008004
 Other,8,168,176,Paunde,MMR008004
 Total,23955,104454,128409,Paunde,MMR008004
