Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1565,32661,34226,Wakema,MMR017017
 Grade 1,484,12847,13331,Wakema,MMR017017
 Grade 2,716,16992,17708,Wakema,MMR017017
 Grade 3,1171,25201,26372,Wakema,MMR017017
 Grade 4,1619,28472,30091,Wakema,MMR017017
 Grade 5,3297,58452,61749,Wakema,MMR017017
 Grade 6,1253,13032,14285,Wakema,MMR017017
 Grade 7,972,9772,10744,Wakema,MMR017017
 Grade 8,1198,9616,10814,Wakema,MMR017017
 Grade 9,1499,9543,11042,Wakema,MMR017017
 Grade 10,1368,7496,8864,Wakema,MMR017017
 Grade 11,2270,9317,11587,Wakema,MMR017017
 College,743,2144,2887,Wakema,MMR017017
 Vocational training,51,84,135,Wakema,MMR017017
 Undergraduate diploma,67,259,326,Wakema,MMR017017
 Graduate,2223,4171,6394,Wakema,MMR017017
 Postgraduate diploma,33,66,99,Wakema,MMR017017
 Master degree,14,27,41,Wakema,MMR017017
 PhD,2,5,7,Wakema,MMR017017
 Other,84,1487,1571,Wakema,MMR017017
 Total,20629,241644,262273,Wakema,MMR017017
