Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2764,54661,57425,Pan San(Pan Kham),MMR015005
 Grade 1,443,3067,3510,Pan San(Pan Kham),MMR015005
 Grade 2,588,2815,3403,Pan San(Pan Kham),MMR015005
 Grade 3,791,2861,3652,Pan San(Pan Kham),MMR015005
 Grade 4,937,2745,3682,Pan San(Pan Kham),MMR015005
 Grade 5,1886,2458,4344,Pan San(Pan Kham),MMR015005
 Grade 6,1215,1829,3044,Pan San(Pan Kham),MMR015005
 Grade 7,1083,1269,2352,Pan San(Pan Kham),MMR015005
 Grade 8,763,768,1531,Pan San(Pan Kham),MMR015005
 Grade 9,2007,1498,3505,Pan San(Pan Kham),MMR015005
 Grade 10,755,730,1485,Pan San(Pan Kham),MMR015005
 Grade 11,688,624,1312,Pan San(Pan Kham),MMR015005
 College,454,376,830,Pan San(Pan Kham),MMR015005
 Vocational training,54,49,103,Pan San(Pan Kham),MMR015005
 Undergraduate diploma,13,40,53,Pan San(Pan Kham),MMR015005
 Graduate,186,152,338,Pan San(Pan Kham),MMR015005
 Postgraduate diploma,7,15,22,Pan San(Pan Kham),MMR015005
 Master degree,3,7,10,Pan San(Pan Kham),MMR015005
 PhD,2,1,3,Pan San(Pan Kham),MMR015005
 Other,31,1117,1148,Pan San(Pan Kham),MMR015005
 Total,14670,77082,91752,Pan San(Pan Kham),MMR015005
