Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,429,14231,14660,Banmauk,MMR005023
 Grade 1,114,4331,4445,Banmauk,MMR005023
 Grade 2,156,6040,6196,Banmauk,MMR005023
 Grade 3,285,9080,9365,Banmauk,MMR005023
 Grade 4,338,10175,10513,Banmauk,MMR005023
 Grade 5,756,22331,23087,Banmauk,MMR005023
 Grade 6,385,6368,6753,Banmauk,MMR005023
 Grade 7,320,4985,5305,Banmauk,MMR005023
 Grade 8,369,4757,5126,Banmauk,MMR005023
 Grade 9,389,4179,4568,Banmauk,MMR005023
 Grade 10,368,2444,2812,Banmauk,MMR005023
 Grade 11,741,2250,2991,Banmauk,MMR005023
 College,345,1039,1384,Banmauk,MMR005023
 Vocational training,21,44,65,Banmauk,MMR005023
 Undergraduate diploma,9,113,122,Banmauk,MMR005023
 Graduate,584,1191,1775,Banmauk,MMR005023
 Postgraduate diploma,6,50,56,Banmauk,MMR005023
 Master degree,1,5,6,Banmauk,MMR005023
 Other,4,59,63,Banmauk,MMR005023
 Total,5620,93672,99292,Banmauk,MMR005023
