Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,166,3709,3875,Chiphwe,MMR001005
 Grade 1,60,586,646,Chiphwe,MMR001005
 Grade 2,67,502,569,Chiphwe,MMR001005
 Grade 3,79,571,650,Chiphwe,MMR001005
 Grade 4,81,500,581,Chiphwe,MMR001005
 Grade 5,123,623,746,Chiphwe,MMR001005
 Grade 6,73,398,471,Chiphwe,MMR001005
 Grade 7,75,290,365,Chiphwe,MMR001005
 Grade 8,101,313,414,Chiphwe,MMR001005
 Grade 9,105,301,406,Chiphwe,MMR001005
 Grade 10,209,279,488,Chiphwe,MMR001005
 Grade 11,79,177,256,Chiphwe,MMR001005
 College,37,18,55,Chiphwe,MMR001005
 Vocational training,-,4,4,Chiphwe,MMR001005
 Undergraduate diploma,7,14,21,Chiphwe,MMR001005
 Graduate,113,74,187,Chiphwe,MMR001005
 Postgraduate diploma,5,1,6,Chiphwe,MMR001005
 Master degree,1,-,1,Chiphwe,MMR001005
 Other,-,1,1,Chiphwe,MMR001005
 Total,1381,8361,9742,Chiphwe,MMR001005
