Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,3465,20786,24251,Thanbyuzayat,MMR011004
 Grade 1,2027,4960,6987,Thanbyuzayat,MMR011004
 Grade 2,3310,7871,11181,Thanbyuzayat,MMR011004
 Grade 3,4356,11044,15400,Thanbyuzayat,MMR011004
 Grade 4,5299,10419,15718,Thanbyuzayat,MMR011004
 Grade 5,8396,16076,24472,Thanbyuzayat,MMR011004
 Grade 6,3988,6487,10475,Thanbyuzayat,MMR011004
 Grade 7,3531,5075,8606,Thanbyuzayat,MMR011004
 Grade 8,3323,4878,8201,Thanbyuzayat,MMR011004
 Grade 9,3304,4455,7759,Thanbyuzayat,MMR011004
 Grade 10,3039,3004,6043,Thanbyuzayat,MMR011004
 Grade 11,3180,2929,6109,Thanbyuzayat,MMR011004
 College,1464,1126,2590,Thanbyuzayat,MMR011004
 Vocational training,57,55,112,Thanbyuzayat,MMR011004
 Undergraduate diploma,168,175,343,Thanbyuzayat,MMR011004
 Graduate,3682,2411,6093,Thanbyuzayat,MMR011004
 Postgraduate diploma,48,54,102,Thanbyuzayat,MMR011004
 Master degree,30,33,63,Thanbyuzayat,MMR011004
 PhD,9,2,11,Thanbyuzayat,MMR011004
 Other,153,652,805,Thanbyuzayat,MMR011004
 Total,52829,102492,155321,Thanbyuzayat,MMR011004
