Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,342,22354,22696,Ahmar(ST),MMR017023
 Grade 1,151,5915,6066,Ahmar(ST),MMR017023
 Grade 2,172,8003,8175,Ahmar(ST),MMR017023
 Grade 3,253,9975,10228,Ahmar(ST),MMR017023
 Grade 4,331,15715,16046,Ahmar(ST),MMR017023
 Grade 5,401,15474,15875,Ahmar(ST),MMR017023
 Grade 6,167,6670,6837,Ahmar(ST),MMR017023
 Grade 7,158,4732,4890,Ahmar(ST),MMR017023
 Grade 8,157,4350,4507,Ahmar(ST),MMR017023
 Grade 9,187,3371,3558,Ahmar(ST),MMR017023
 Grade 10,186,2881,3067,Ahmar(ST),MMR017023
 Grade 11,17,1070,1087,Ahmar(ST),MMR017023
 College,60,763,823,Ahmar(ST),MMR017023
 Vocational training,6,23,29,Ahmar(ST),MMR017023
 Undergraduate diploma,16,105,121,Ahmar(ST),MMR017023
 Graduate,107,1042,1149,Ahmar(ST),MMR017023
 Postgraduate diploma,2,8,10,Ahmar(ST),MMR017023
 Master degree,3,7,10,Ahmar(ST),MMR017023
 PhD,-,5,5,Ahmar(ST),MMR017023
 Other,238,6459,6697,Ahmar(ST),MMR017023
 Total,2954,108922,111876,Ahmar(ST),MMR017023
