Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,358,6823,7181,Mindon,MMR009014
 Grade 1,65,1226,1291,Mindon,MMR009014
 Grade 2,104,2786,2890,Mindon,MMR009014
 Grade 3,181,4275,4456,Mindon,MMR009014
 Grade 4,253,4568,4821,Mindon,MMR009014
 Grade 5,937,15772,16709,Mindon,MMR009014
 Grade 6,216,2358,2574,Mindon,MMR009014
 Grade 7,183,1684,1867,Mindon,MMR009014
 Grade 8,237,1719,1956,Mindon,MMR009014
 Grade 9,245,2177,2422,Mindon,MMR009014
 Grade 10,343,1372,1715,Mindon,MMR009014
 Grade 11,350,1211,1561,Mindon,MMR009014
 College,112,408,520,Mindon,MMR009014
 Vocational training,58,107,165,Mindon,MMR009014
 Undergraduate diploma,24,80,104,Mindon,MMR009014
 Graduate,540,1034,1574,Mindon,MMR009014
 Postgraduate diploma,6,13,19,Mindon,MMR009014
 Master degree,5,1,6,Mindon,MMR009014
 PhD,-,1,1,Mindon,MMR009014
 Other,63,3324,3387,Mindon,MMR009014
 Total,4280,50939,55219,Mindon,MMR009014
