Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,8331,14331,22662,Kalay,MMR014005
 Grade 1,3802,8458,12260,Kalay,MMR014005
 Grade 2,4461,10216,14677,Kalay,MMR014005
 Grade 3,6358,14740,21098,Kalay,MMR014005
 Grade 4,10382,20786,31168,Kalay,MMR014005
 Grade 5,13671,43121,56792,Kalay,MMR014005
 Grade 6,7291,14627,21918,Kalay,MMR014005
 Grade 7,7211,12309,19520,Kalay,MMR014005
 Grade 8,8803,12532,21335,Kalay,MMR014005
 Grade 9,9258,13129,22387,Kalay,MMR014005
 Grade 10,12076,10059,22135,Kalay,MMR014005
 Grade 11,10038,8376,18414,Kalay,MMR014005
 College,4788,3882,8670,Kalay,MMR014005
 Vocational training,233,134,367,Kalay,MMR014005
 Undergraduate diploma,375,240,615,Kalay,MMR014005
 Graduate,10832,5454,16286,Kalay,MMR014005
 Postgraduate diploma,289,144,433,Kalay,MMR014005
 Master degree,332,162,494,Kalay,MMR014005
 PhD,71,14,85,Kalay,MMR014005
 Other,740,2947,3687,Kalay,MMR014005
 Total,119342,195661,315003,Kalay,MMR014005
