Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1336,11122,12458,Minesan(Monsan)(ST),MMR014017
 Grade 1,86,1002,1088,Minesan(Monsan)(ST),MMR014017
 Grade 2,80,1063,1143,Minesan(Monsan)(ST),MMR014017
 Grade 3,102,1358,1460,Minesan(Monsan)(ST),MMR014017
 Grade 4,88,2367,2455,Minesan(Monsan)(ST),MMR014017
 Grade 5,168,1651,1819,Minesan(Monsan)(ST),MMR014017
 Grade 6,71,972,1043,Minesan(Monsan)(ST),MMR014017
 Grade 7,58,1054,1112,Minesan(Monsan)(ST),MMR014017
 Grade 8,62,1112,1174,Minesan(Monsan)(ST),MMR014017
 Grade 9,40,951,991,Minesan(Monsan)(ST),MMR014017
 Grade 10,43,1040,1083,Minesan(Monsan)(ST),MMR014017
 Grade 11,30,126,156,Minesan(Monsan)(ST),MMR014017
 College,12,174,186,Minesan(Monsan)(ST),MMR014017
 Vocational training,-,6,6,Minesan(Monsan)(ST),MMR014017
 Undergraduate diploma,2,30,32,Minesan(Monsan)(ST),MMR014017
 Graduate,53,294,347,Minesan(Monsan)(ST),MMR014017
 Postgraduate diploma,7,7,14,Minesan(Monsan)(ST),MMR014017
 Master degree,2,-,2,Minesan(Monsan)(ST),MMR014017
 PhD,-,3,3,Minesan(Monsan)(ST),MMR014017
 Other,-,501,501,Minesan(Monsan)(ST),MMR014017
 Total,2240,24833,27073,Minesan(Monsan)(ST),MMR014017
