Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,680,2545,3225,Kyaukmyaung(ST),MMR005004
 Grade 1,276,583,859,Kyaukmyaung(ST),MMR005004
 Grade 2,313,906,1219,Kyaukmyaung(ST),MMR005004
 Grade 3,556,1586,2142,Kyaukmyaung(ST),MMR005004
 Grade 4,936,2843,3779,Kyaukmyaung(ST),MMR005004
 Grade 5,1703,4515,6218,Kyaukmyaung(ST),MMR005004
 Grade 6,688,1144,1832,Kyaukmyaung(ST),MMR005004
 Grade 7,573,899,1472,Kyaukmyaung(ST),MMR005004
 Grade 8,572,843,1415,Kyaukmyaung(ST),MMR005004
 Grade 9,558,773,1331,Kyaukmyaung(ST),MMR005004
 Grade 10,477,442,919,Kyaukmyaung(ST),MMR005004
 Grade 11,730,551,1281,Kyaukmyaung(ST),MMR005004
 College,229,240,469,Kyaukmyaung(ST),MMR005004
 Vocational training,8,4,12,Kyaukmyaung(ST),MMR005004
 Undergraduate diploma,22,22,44,Kyaukmyaung(ST),MMR005004
 Graduate,655,434,1089,Kyaukmyaung(ST),MMR005004
 Postgraduate diploma,8,16,24,Kyaukmyaung(ST),MMR005004
 Master degree,13,11,24,Kyaukmyaung(ST),MMR005004
 PhD,1,2,3,Kyaukmyaung(ST),MMR005004
 Other,815,525,1340,Kyaukmyaung(ST),MMR005004
 Total,9813,18884,28697,Kyaukmyaung(ST),MMR005004
