Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1540,1391,2931,Panlon(ST),MMR015021
 Grade 1,158,72,230,Panlon(ST),MMR015021
 Grade 2,189,95,284,Panlon(ST),MMR015021
 Grade 3,233,136,369,Panlon(ST),MMR015021
 Grade 4,167,145,312,Panlon(ST),MMR015021
 Grade 5,195,159,354,Panlon(ST),MMR015021
 Grade 6,166,59,225,Panlon(ST),MMR015021
 Grade 7,91,49,140,Panlon(ST),MMR015021
 Grade 8,83,34,117,Panlon(ST),MMR015021
 Grade 9,82,37,119,Panlon(ST),MMR015021
 Grade 10,51,16,67,Panlon(ST),MMR015021
 Grade 11,45,22,67,Panlon(ST),MMR015021
 College,24,-,24,Panlon(ST),MMR015021
 Vocational training,1,1,2,Panlon(ST),MMR015021
 Undergraduate diploma,2,-,2,Panlon(ST),MMR015021
 Graduate,50,7,57,Panlon(ST),MMR015021
 Other,20,59,79,Panlon(ST),MMR015021
 Total,3097,2282,5379,Panlon(ST),MMR015021
