Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2294,-,2294,Sangyoung,MMR013039
 Grade 1,1507,-,1507,Sangyoung,MMR013039
 Grade 2,1636,-,1636,Sangyoung,MMR013039
 Grade 3,2238,-,2238,Sangyoung,MMR013039
 Grade 4,4367,-,4367,Sangyoung,MMR013039
 Grade 5,5975,-,5975,Sangyoung,MMR013039
 Grade 6,3353,-,3353,Sangyoung,MMR013039
 Grade 7,3350,-,3350,Sangyoung,MMR013039
 Grade 8,5082,-,5082,Sangyoung,MMR013039
 Grade 9,5931,-,5931,Sangyoung,MMR013039
 Grade 10,11458,-,11458,Sangyoung,MMR013039
 Grade 11,8948,-,8948,Sangyoung,MMR013039
 College,7295,-,7295,Sangyoung,MMR013039
 Vocational training,294,-,294,Sangyoung,MMR013039
 Undergraduate diploma,871,-,871,Sangyoung,MMR013039
 Graduate,28528,-,28528,Sangyoung,MMR013039
 Postgraduate diploma,958,-,958,Sangyoung,MMR013039
 Master degree,1233,-,1233,Sangyoung,MMR013039
 PhD,284,-,284,Sangyoung,MMR013039
 Other,122,-,122,Sangyoung,MMR013039
 Total,95724,-,95724,Sangyoung,MMR013039
