Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1639,16403,18042,Yatsauk,MMR014008
 Grade 1,798,4852,5650,Yatsauk,MMR014008
 Grade 2,867,5905,6772,Yatsauk,MMR014008
 Grade 3,1303,8676,9979,Yatsauk,MMR014008
 Grade 4,1971,9546,11517,Yatsauk,MMR014008
 Grade 5,2980,17819,20799,Yatsauk,MMR014008
 Grade 6,1774,5037,6811,Yatsauk,MMR014008
 Grade 7,1542,3761,5303,Yatsauk,MMR014008
 Grade 8,1864,3575,5439,Yatsauk,MMR014008
 Grade 9,1915,3346,5261,Yatsauk,MMR014008
 Grade 10,2591,3108,5699,Yatsauk,MMR014008
 Grade 11,2479,1967,4446,Yatsauk,MMR014008
 College,1325,719,2044,Yatsauk,MMR014008
 Vocational training,43,32,75,Yatsauk,MMR014008
 Undergraduate diploma,131,85,216,Yatsauk,MMR014008
 Graduate,3678,1284,4962,Yatsauk,MMR014008
 Postgraduate diploma,38,21,59,Yatsauk,MMR014008
 Master degree,424,25,449,Yatsauk,MMR014008
 PhD,23,4,27,Yatsauk,MMR014008
 Other,33,685,718,Yatsauk,MMR014008
 Total,27418,86850,114268,Yatsauk,MMR014008
