Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,684,6563,7247,Thantlang,MMR004003
 Grade 1,291,2040,2331,Thantlang,MMR004003
 Grade 2,325,2230,2555,Thantlang,MMR004003
 Grade 3,311,2806,3117,Thantlang,MMR004003
 Grade 4,633,3997,4630,Thantlang,MMR004003
 Grade 5,493,3887,4380,Thantlang,MMR004003
 Grade 6,358,2333,2691,Thantlang,MMR004003
 Grade 7,404,2341,2745,Thantlang,MMR004003
 Grade 8,513,2616,3129,Thantlang,MMR004003
 Grade 9,534,2785,3319,Thantlang,MMR004003
 Grade 10,991,2768,3759,Thantlang,MMR004003
 Grade 11,491,1228,1719,Thantlang,MMR004003
 College,135,188,323,Thantlang,MMR004003
 Vocational training,28,37,65,Thantlang,MMR004003
 Undergraduate diploma,43,141,184,Thantlang,MMR004003
 Graduate,508,457,965,Thantlang,MMR004003
 Postgraduate diploma,27,36,63,Thantlang,MMR004003
 Master degree,30,31,61,Thantlang,MMR004003
 PhD,3,4,7,Thantlang,MMR004003
 Other,1,19,20,Thantlang,MMR004003
 Total,6803,36507,43310,Thantlang,MMR004003
