Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2930,19751,22681,Mineshu,MMR014017
 Grade 1,269,1698,1967,Mineshu,MMR014017
 Grade 2,334,1823,2157,Mineshu,MMR014017
 Grade 3,515,1578,2093,Mineshu,MMR014017
 Grade 4,579,1181,1760,Mineshu,MMR014017
 Grade 5,897,1322,2219,Mineshu,MMR014017
 Grade 6,439,446,885,Mineshu,MMR014017
 Grade 7,410,420,830,Mineshu,MMR014017
 Grade 8,491,377,868,Mineshu,MMR014017
 Grade 9,539,362,901,Mineshu,MMR014017
 Grade 10,461,307,768,Mineshu,MMR014017
 Grade 11,536,206,742,Mineshu,MMR014017
 College,170,66,236,Mineshu,MMR014017
 Vocational training,25,12,37,Mineshu,MMR014017
 Undergraduate diploma,14,15,29,Mineshu,MMR014017
 Graduate,326,99,425,Mineshu,MMR014017
 Postgraduate diploma,3,20,23,Mineshu,MMR014017
 Master degree,7,-,7,Mineshu,MMR014017
 Other,2,6,8,Mineshu,MMR014017
 Total,8947,29689,38636,Mineshu,MMR014017
