Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,9383,63136,72519,Kengtung,MMR016001
 Grade 1,421,2196,2617,Kengtung,MMR016001
 Grade 2,1162,4435,5597,Kengtung,MMR016001
 Grade 3,1879,4974,6853,Kengtung,MMR016001
 Grade 4,2155,5392,7547,Kengtung,MMR016001
 Grade 5,3418,7044,10462,Kengtung,MMR016001
 Grade 6,2441,3935,6376,Kengtung,MMR016001
 Grade 7,2072,3342,5414,Kengtung,MMR016001
 Grade 8,2462,3342,5804,Kengtung,MMR016001
 Grade 9,3272,3412,6684,Kengtung,MMR016001
 Grade 10,2649,2925,5574,Kengtung,MMR016001
 Grade 11,3976,2506,6482,Kengtung,MMR016001
 College,1383,1024,2407,Kengtung,MMR016001
 Vocational training,65,73,138,Kengtung,MMR016001
 Undergraduate diploma,223,201,424,Kengtung,MMR016001
 Graduate,3647,1771,5418,Kengtung,MMR016001
 Postgraduate diploma,97,79,176,Kengtung,MMR016001
 Master degree,60,127,187,Kengtung,MMR016001
 PhD,2,12,14,Kengtung,MMR016001
 Other,398,3812,4210,Kengtung,MMR016001
 Total,41165,113738,154903,Kengtung,MMR016001
