Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,388,9961,10349,Monyo,MMR008013
 Grade 1,321,5172,5493,Monyo,MMR008013
 Grade 2,568,7712,8280,Monyo,MMR008013
 Grade 3,620,10093,10713,Monyo,MMR008013
 Grade 4,1063,23333,24396,Monyo,MMR008013
 Grade 5,1258,20270,21528,Monyo,MMR008013
 Grade 6,540,6119,6659,Monyo,MMR008013
 Grade 7,443,5664,6107,Monyo,MMR008013
 Grade 8,542,5298,5840,Monyo,MMR008013
 Grade 9,704,4624,5328,Monyo,MMR008013
 Grade 10,846,4515,5361,Monyo,MMR008013
 Grade 11,413,949,1362,Monyo,MMR008013
 College,237,984,1221,Monyo,MMR008013
 Vocational training,10,73,83,Monyo,MMR008013
 Undergraduate diploma,16,123,139,Monyo,MMR008013
 Graduate,768,1914,2682,Monyo,MMR008013
 Postgraduate diploma,8,14,22,Monyo,MMR008013
 Master degree,2,10,12,Monyo,MMR008013
 PhD,1,2,3,Monyo,MMR008013
 Other,19,1594,1613,Monyo,MMR008013
 Total,8767,108424,117191,Monyo,MMR008013
