Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,945,20407,21352,Homalin,MMR005034
 Grade 1,543,9219,9762,Homalin,MMR005034
 Grade 2,608,10102,10710,Homalin,MMR005034
 Grade 3,889,13632,14521,Homalin,MMR005034
 Grade 4,1320,19972,21292,Homalin,MMR005034
 Grade 5,2714,48563,51277,Homalin,MMR005034
 Grade 6,1376,16605,17981,Homalin,MMR005034
 Grade 7,1104,13253,14357,Homalin,MMR005034
 Grade 8,1402,13350,14752,Homalin,MMR005034
 Grade 9,1798,13695,15493,Homalin,MMR005034
 Grade 10,1053,7363,8416,Homalin,MMR005034
 Grade 11,2819,10833,13652,Homalin,MMR005034
 College,801,2688,3489,Homalin,MMR005034
 Vocational training,19,73,92,Homalin,MMR005034
 Undergraduate diploma,97,291,388,Homalin,MMR005034
 Graduate,1501,3935,5436,Homalin,MMR005034
 Postgraduate diploma,16,135,151,Homalin,MMR005034
 Master degree,22,41,63,Homalin,MMR005034
 PhD,5,5,10,Homalin,MMR005034
 Other,209,3811,4020,Homalin,MMR005034
 Total,19241,207973,227214,Homalin,MMR005034
