Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,296,3019,3315,Htilin,MMR009024
 Grade 1,121,955,1076,Htilin,MMR009024
 Grade 2,162,1424,1586,Htilin,MMR009024
 Grade 3,182,2005,2187,Htilin,MMR009024
 Grade 4,267,2867,3134,Htilin,MMR009024
 Grade 5,900,17768,18668,Htilin,MMR009024
 Grade 6,243,2374,2617,Htilin,MMR009024
 Grade 7,231,1837,2068,Htilin,MMR009024
 Grade 8,290,1973,2263,Htilin,MMR009024
 Grade 9,232,1798,2030,Htilin,MMR009024
 Grade 10,407,1497,1904,Htilin,MMR009024
 Grade 11,237,1946,2183,Htilin,MMR009024
 College,119,472,591,Htilin,MMR009024
 Vocational training,14,39,53,Htilin,MMR009024
 Undergraduate diploma,44,60,104,Htilin,MMR009024
 Graduate,401,1281,1682,Htilin,MMR009024
 Postgraduate diploma,15,33,48,Htilin,MMR009024
 Master degree,3,5,8,Htilin,MMR009024
 PhD,-,1,1,Htilin,MMR009024
 Other,3,14,17,Htilin,MMR009024
 Total,4167,41368,45535,Htilin,MMR009024
