Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,428,11860,12288,Chaungzon,MMR011003
 Grade 1,241,4121,4362,Chaungzon,MMR011003
 Grade 2,346,7063,7409,Chaungzon,MMR011003
 Grade 3,554,11039,11593,Chaungzon,MMR011003
 Grade 4,600,12025,12625,Chaungzon,MMR011003
 Grade 5,1385,20617,22002,Chaungzon,MMR011003
 Grade 6,541,7452,7993,Chaungzon,MMR011003
 Grade 7,426,6099,6525,Chaungzon,MMR011003
 Grade 8,443,5557,6000,Chaungzon,MMR011003
 Grade 9,411,5052,5463,Chaungzon,MMR011003
 Grade 10,408,3526,3934,Chaungzon,MMR011003
 Grade 11,496,4407,4903,Chaungzon,MMR011003
 College,201,1433,1634,Chaungzon,MMR011003
 Vocational training,2,109,111,Chaungzon,MMR011003
 Undergraduate diploma,11,168,179,Chaungzon,MMR011003
 Graduate,512,3566,4078,Chaungzon,MMR011003
 Postgraduate diploma,12,100,112,Chaungzon,MMR011003
 Master degree,10,43,53,Chaungzon,MMR011003
 PhD,2,5,7,Chaungzon,MMR011003
 Other,32,170,202,Chaungzon,MMR011003
 Total,7061,104412,111473,Chaungzon,MMR011003
