Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,108,315,423,Sumprabum,MMR001015
 Grade 1,48,87,135,Sumprabum,MMR001015
 Grade 2,42,104,146,Sumprabum,MMR001015
 Grade 3,66,119,185,Sumprabum,MMR001015
 Grade 4,63,115,178,Sumprabum,MMR001015
 Grade 5,100,122,222,Sumprabum,MMR001015
 Grade 6,59,97,156,Sumprabum,MMR001015
 Grade 7,66,47,113,Sumprabum,MMR001015
 Grade 8,78,58,136,Sumprabum,MMR001015
 Grade 9,77,49,126,Sumprabum,MMR001015
 Grade 10,109,44,153,Sumprabum,MMR001015
 Grade 11,113,35,148,Sumprabum,MMR001015
 College,27,2,29,Sumprabum,MMR001015
 Vocational training,4,2,6,Sumprabum,MMR001015
 Undergraduate diploma,1,-,1,Sumprabum,MMR001015
 Graduate,75,8,83,Sumprabum,MMR001015
 Postgraduate diploma,1,-,1,Sumprabum,MMR001015
 Master degree,1,-,1,Sumprabum,MMR001015
 Total,1038,1204,2242,Sumprabum,MMR001015
