Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2376,9354,11730,Minepan,MMR014021
 Grade 1,307,577,884,Minepan,MMR014021
 Grade 2,392,671,1063,Minepan,MMR014021
 Grade 3,488,792,1280,Minepan,MMR014021
 Grade 4,701,825,1526,Minepan,MMR014021
 Grade 5,683,940,1623,Minepan,MMR014021
 Grade 6,445,430,875,Minepan,MMR014021
 Grade 7,464,367,831,Minepan,MMR014021
 Grade 8,522,335,857,Minepan,MMR014021
 Grade 9,472,320,792,Minepan,MMR014021
 Grade 10,596,239,835,Minepan,MMR014021
 Grade 11,267,156,423,Minepan,MMR014021
 College,145,49,194,Minepan,MMR014021
 Vocational training,11,2,13,Minepan,MMR014021
 Undergraduate diploma,16,13,29,Minepan,MMR014021
 Graduate,426,148,574,Minepan,MMR014021
 Postgraduate diploma,10,2,12,Minepan,MMR014021
 Master degree,18,18,36,Minepan,MMR014021
 PhD,1,-,1,Minepan,MMR014021
 Other,3,124,127,Minepan,MMR014021
 Total,8343,15362,23705,Minepan,MMR014021
