Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1043,15961,17004,Oatwin,MMR007013
 Grade 1,411,6350,6761,Oatwin,MMR007013
 Grade 2,713,9256,9969,Oatwin,MMR007013
 Grade 3,942,13570,14512,Oatwin,MMR007013
 Grade 4,1463,17633,19096,Oatwin,MMR007013
 Grade 5,1869,26223,28092,Oatwin,MMR007013
 Grade 6,823,7520,8343,Oatwin,MMR007013
 Grade 7,694,6446,7140,Oatwin,MMR007013
 Grade 8,781,6175,6956,Oatwin,MMR007013
 Grade 9,846,5473,6319,Oatwin,MMR007013
 Grade 10,712,4724,5436,Oatwin,MMR007013
 Grade 11,1179,5345,6524,Oatwin,MMR007013
 College,447,1743,2190,Oatwin,MMR007013
 Vocational training,12,95,107,Oatwin,MMR007013
 Undergraduate diploma,35,226,261,Oatwin,MMR007013
 Graduate,849,3306,4155,Oatwin,MMR007013
 Postgraduate diploma,36,107,143,Oatwin,MMR007013
 Master degree,15,69,84,Oatwin,MMR007013
 PhD,1,4,5,Oatwin,MMR007013
 Other,10,979,989,Oatwin,MMR007013
 Total,12881,131205,144086,Oatwin,MMR007013
