Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,2126,9044,11170,Mohnyin,MMR001007
 Grade 1,694,3690,4384,Mohnyin,MMR001007
 Grade 2,993,5274,6267,Mohnyin,MMR001007
 Grade 3,1538,7820,9358,Mohnyin,MMR001007
 Grade 4,2150,11378,13528,Mohnyin,MMR001007
 Grade 5,3877,23553,27430,Mohnyin,MMR001007
 Grade 6,2175,9321,11496,Mohnyin,MMR001007
 Grade 7,1855,8188,10043,Mohnyin,MMR001007
 Grade 8,2092,8281,10373,Mohnyin,MMR001007
 Grade 9,2511,9312,11823,Mohnyin,MMR001007
 Grade 10,2014,5428,7442,Mohnyin,MMR001007
 Grade 11,3079,6122,9201,Mohnyin,MMR001007
 College,1916,2588,4504,Mohnyin,MMR001007
 Vocational training,33,102,135,Mohnyin,MMR001007
 Undergraduate diploma,149,144,293,Mohnyin,MMR001007
 Graduate,3152,3522,6674,Mohnyin,MMR001007
 Postgraduate diploma,59,74,133,Mohnyin,MMR001007
 Master degree,50,101,151,Mohnyin,MMR001007
 PhD,12,29,41,Mohnyin,MMR001007
 Other,352,1123,1475,Mohnyin,MMR001007
 Total,30827,115094,145921,Mohnyin,MMR001007
