Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,59,11034,11093,Laymyethna,MMR017010
 Grade 1,70,3149,3219,Laymyethna,MMR017010
 Grade 2,98,4271,4369,Laymyethna,MMR017010
 Grade 3,146,6638,6784,Laymyethna,MMR017010
 Grade 4,330,9446,9776,Laymyethna,MMR017010
 Grade 5,368,23463,23831,Laymyethna,MMR017010
 Grade 6,117,4893,5010,Laymyethna,MMR017010
 Grade 7,133,4088,4221,Laymyethna,MMR017010
 Grade 8,152,4218,4370,Laymyethna,MMR017010
 Grade 9,152,4037,4189,Laymyethna,MMR017010
 Grade 10,328,3499,3827,Laymyethna,MMR017010
 Grade 11,97,3838,3935,Laymyethna,MMR017010
 College,114,1278,1392,Laymyethna,MMR017010
 Vocational training,11,33,44,Laymyethna,MMR017010
 Undergraduate diploma,2,148,150,Laymyethna,MMR017010
 Graduate,355,1976,2331,Laymyethna,MMR017010
 Postgraduate diploma,3,78,81,Laymyethna,MMR017010
 Master degree,3,23,26,Laymyethna,MMR017010
 PhD,2,2,4,Laymyethna,MMR017010
 Other,128,5231,5359,Laymyethna,MMR017010
 Total,2668,91343,94011,Laymyethna,MMR017010
