Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,8762,8110,16872,Pyin Oo Lwin,MMR010008
 Grade 1,2963,2578,5541,Pyin Oo Lwin,MMR010008
 Grade 2,4126,4336,8462,Pyin Oo Lwin,MMR010008
 Grade 3,6352,6990,13342,Pyin Oo Lwin,MMR010008
 Grade 4,9923,10126,20049,Pyin Oo Lwin,MMR010008
 Grade 5,20733,21521,42254,Pyin Oo Lwin,MMR010008
 Grade 6,9532,4920,14452,Pyin Oo Lwin,MMR010008
 Grade 7,7975,4315,12290,Pyin Oo Lwin,MMR010008
 Grade 8,8923,4373,13296,Pyin Oo Lwin,MMR010008
 Grade 9,11557,4262,15819,Pyin Oo Lwin,MMR010008
 Grade 10,10397,4427,14824,Pyin Oo Lwin,MMR010008
 Grade 11,19456,4018,23474,Pyin Oo Lwin,MMR010008
 College,7940,2657,10597,Pyin Oo Lwin,MMR010008
 Vocational training,226,117,343,Pyin Oo Lwin,MMR010008
 Undergraduate diploma,501,450,951,Pyin Oo Lwin,MMR010008
 Graduate,14787,4323,19110,Pyin Oo Lwin,MMR010008
 Postgraduate diploma,287,108,395,Pyin Oo Lwin,MMR010008
 Master degree,1604,191,1795,Pyin Oo Lwin,MMR010008
 PhD,396,27,423,Pyin Oo Lwin,MMR010008
 Other,683,621,1304,Pyin Oo Lwin,MMR010008
 Total,147123,88470,235593,Pyin Oo Lwin,MMR010008
