Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,1131,24468,25599,Kehsi,MMR014015
 Grade 1,89,1622,1711,Kehsi,MMR014015
 Grade 2,186,1532,1718,Kehsi,MMR014015
 Grade 3,237,1807,2044,Kehsi,MMR014015
 Grade 4,264,1595,1859,Kehsi,MMR014015
 Grade 5,338,2431,2769,Kehsi,MMR014015
 Grade 6,199,542,741,Kehsi,MMR014015
 Grade 7,165,417,582,Kehsi,MMR014015
 Grade 8,241,340,581,Kehsi,MMR014015
 Grade 9,223,399,622,Kehsi,MMR014015
 Grade 10,280,341,621,Kehsi,MMR014015
 Grade 11,209,231,440,Kehsi,MMR014015
 College,58,44,102,Kehsi,MMR014015
 Vocational training,13,4,17,Kehsi,MMR014015
 Undergraduate diploma,14,13,27,Kehsi,MMR014015
 Graduate,215,118,333,Kehsi,MMR014015
 Postgraduate diploma,3,43,46,Kehsi,MMR014015
 Master degree,1,3,4,Kehsi,MMR014015
 Other,-,90,90,Kehsi,MMR014015
 Total,3866,36040,39906,Kehsi,MMR014015
