Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,6669,-,6669,Dagon Myothit(North),MMR013019
 Grade 1,3423,-,3423,Dagon Myothit(North),MMR013019
 Grade 2,4217,-,4217,Dagon Myothit(North),MMR013019
 Grade 3,6243,-,6243,Dagon Myothit(North),MMR013019
 Grade 4,9084,-,9084,Dagon Myothit(North),MMR013019
 Grade 5,19352,-,19352,Dagon Myothit(North),MMR013019
 Grade 6,9959,-,9959,Dagon Myothit(North),MMR013019
 Grade 7,8271,-,8271,Dagon Myothit(North),MMR013019
 Grade 8,10744,-,10744,Dagon Myothit(North),MMR013019
 Grade 9,14777,-,14777,Dagon Myothit(North),MMR013019
 Grade 10,16557,-,16557,Dagon Myothit(North),MMR013019
 Grade 11,30670,-,30670,Dagon Myothit(North),MMR013019
 College,11522,-,11522,Dagon Myothit(North),MMR013019
 Vocational training,727,-,727,Dagon Myothit(North),MMR013019
 Undergraduate diploma,1509,-,1509,Dagon Myothit(North),MMR013019
 Graduate,35357,-,35357,Dagon Myothit(North),MMR013019
 Postgraduate diploma,865,-,865,Dagon Myothit(North),MMR013019
 Master degree,1194,-,1194,Dagon Myothit(North),MMR013019
 PhD,277,-,277,Dagon Myothit(North),MMR013019
 Other,545,-,545,Dagon Myothit(North),MMR013019
 Total,191962,-,191962,Dagon Myothit(North),MMR013019
