Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,90,108,198,Myohla(ST),MMR001011
 Grade 1,52,72,124,Myohla(ST),MMR001011
 Grade 2,78,113,191,Myohla(ST),MMR001011
 Grade 3,136,149,285,Myohla(ST),MMR001011
 Grade 4,144,219,363,Myohla(ST),MMR001011
 Grade 5,501,618,1119,Myohla(ST),MMR001011
 Grade 6,123,119,242,Myohla(ST),MMR001011
 Grade 7,113,124,237,Myohla(ST),MMR001011
 Grade 8,86,132,218,Myohla(ST),MMR001011
 Grade 9,70,94,164,Myohla(ST),MMR001011
 Grade 10,48,136,184,Myohla(ST),MMR001011
 Grade 11,89,33,122,Myohla(ST),MMR001011
 College,29,32,61,Myohla(ST),MMR001011
 Vocational training,3,-,3,Myohla(ST),MMR001011
 Undergraduate diploma,2,2,4,Myohla(ST),MMR001011
 Graduate,33,36,69,Myohla(ST),MMR001011
 Postgraduate diploma,-,1,1,Myohla(ST),MMR001011
 Other,23,9,32,Myohla(ST),MMR001011
 Total,1620,1997,3617,Myohla(ST),MMR001011
