Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,12913,-,12913,North Okkalapa,MMR013012
 Grade 1,5504,-,5504,North Okkalapa,MMR013012
 Grade 2,7323,-,7323,North Okkalapa,MMR013012
 Grade 3,11169,-,11169,North Okkalapa,MMR013012
 Grade 4,18523,-,18523,North Okkalapa,MMR013012
 Grade 5,36402,-,36402,North Okkalapa,MMR013012
 Grade 6,20894,-,20894,North Okkalapa,MMR013012
 Grade 7,17155,-,17155,North Okkalapa,MMR013012
 Grade 8,22320,-,22320,North Okkalapa,MMR013012
 Grade 9,29121,-,29121,North Okkalapa,MMR013012
 Grade 10,29029,-,29029,North Okkalapa,MMR013012
 Grade 11,45409,-,45409,North Okkalapa,MMR013012
 College,15702,-,15702,North Okkalapa,MMR013012
 Vocational training,656,-,656,North Okkalapa,MMR013012
 Undergraduate diploma,982,-,982,North Okkalapa,MMR013012
 Graduate,37402,-,37402,North Okkalapa,MMR013012
 Postgraduate diploma,821,-,821,North Okkalapa,MMR013012
 Master degree,718,-,718,North Okkalapa,MMR013012
 PhD,189,-,189,North Okkalapa,MMR013012
 Other,578,-,578,North Okkalapa,MMR013012
 Total,312810,-,312810,North Okkalapa,MMR013012
