Highest_grade,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 None,957,16158,17115,Kambalu,MMR005007
 Grade 1,430,8321,8751,Kambalu,MMR005007
 Grade 2,811,10928,11739,Kambalu,MMR005007
 Grade 3,1211,18083,19294,Kambalu,MMR005007
 Grade 4,1991,29684,31675,Kambalu,MMR005007
 Grade 5,4375,73568,77943,Kambalu,MMR005007
 Grade 6,1623,17264,18887,Kambalu,MMR005007
 Grade 7,1245,13551,14796,Kambalu,MMR005007
 Grade 8,1364,12269,13633,Kambalu,MMR005007
 Grade 9,1782,12083,13865,Kambalu,MMR005007
 Grade 10,1392,6581,7973,Kambalu,MMR005007
 Grade 11,2031,8641,10672,Kambalu,MMR005007
 College,880,3487,4367,Kambalu,MMR005007
 Vocational training,147,235,382,Kambalu,MMR005007
 Undergraduate diploma,129,510,639,Kambalu,MMR005007
 Graduate,1979,5936,7915,Kambalu,MMR005007
 Postgraduate diploma,64,73,137,Kambalu,MMR005007
 Master degree,71,68,139,Kambalu,MMR005007
 PhD,14,10,24,Kambalu,MMR005007
 Other,501,8591,9092,Kambalu,MMR005007
 Total,22997,246041,269038,Kambalu,MMR005007
